name,matches,innings_batted,not_outs,runs_scored,balls_faced,fours,sixes,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,5_wickets,best_bowling_wickets,best_bowling_runs,dismissals,batting_avg,batting_sr,bowling_economy,bowling_avg,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,catches,stumpings,run_outs_involved
MK Pandey,161.0,161.0,26.0,3951.0,3248.0,340.0,116.0,114.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,135.0,29.27,121.64,0.0,0.0,93b4fc78,MK Pandey,JJG1KLA0hQyiXOzIObeciJUiCiJVeiI,,,,,,290630.0,,,,167621.0,,,,,,,123.0,,85,0,13
MK Tiwary,85.0,83.0,24.0,1695.0,1449.0,156.0,40.0,75.0,0.0,7.0,6.0,42.0,83.0,1.0,0.0,1.0,11.0,59.0,28.73,116.98,11.86,83.0,26e5cabf,MK Tiwary,JGycC0iUiiXOVIJKQeLJhzbiJIOA1ie,,,,,,35565.0,,,,,,,,,,,89.0,,47,0,3
ML Hayden,32.0,32.0,2.0,1107.0,806.0,121.0,44.0,93.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,30.0,36.9,137.34,0.0,0.0,d8699ab7,ML Hayden,,,,,,,5616.0,,,,2118.0,,,,,,,352.0,,11,0,3
MM Ali,69.0,59.0,6.0,1167.0,835.0,95.0,67.0,93.0,0.0,6.0,57.0,854.0,1029.0,41.0,0.0,4.0,26.0,53.0,22.02,139.76,7.23,25.1,bb351c23,MM Ali,,,,,,,8917.0,,,11245.0,46081.0,,,,,,,1735.0,,24,0,2
MM Patel,63.0,12.0,6.0,39.0,41.0,5.0,0.0,23.0,0.0,0.0,63.0,1355.0,1698.0,74.0,1.0,5.0,21.0,6.0,6.5,95.12,7.52,22.95,55721867,Min Patel,,,,,,,18458.0,,,,2359.0,,,,,,,,,15,0,2
MM Patel,63.0,12.0,6.0,39.0,41.0,5.0,0.0,23.0,0.0,0.0,63.0,1355.0,1698.0,74.0,1.0,5.0,21.0,6.0,6.5,95.12,7.52,22.95,f0f628c7,MM Patel,VCXJUJJzcQeIiiAOiLGbO01eyiIJiKh,,,,,,32965.0,,,,60943.0,,,,,,,104.0,,15,0,2
MM Sharma,120.0,30.0,13.0,125.0,136.0,9.0,4.0,21.0,0.0,0.0,119.0,2403.0,3513.0,134.0,1.0,5.0,10.0,17.0,7.35,91.91,8.77,26.22,759ac88f,MM Sharma,chOi0yGOJeXiAbCLzKiiiJV1UIQeJJI,,,,,,537119.0,,,,166258.0,,,,,,,1107.0,,29,0,6
MN Samuels,15.0,14.0,1.0,161.0,172.0,9.0,7.0,46.0,0.0,0.0,11.0,214.0,284.0,9.0,0.0,3.0,39.0,13.0,12.38,93.6,7.96,31.56,f846de6a,MN Samuels,,,,,,,52983.0,,,,10120.0,,,,,,,272.0,,2,0,0
MN van Wyk,5.0,5.0,2.0,167.0,132.0,19.0,1.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,3.0,55.67,126.52,0.0,0.0,710dd98c,MN van Wyk,,,,,,,47711.0,,,,,,,,,,,1891.0,,7,0,0
MP Breetzke,1.0,1.0,0.0,14.0,12.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,14.0,116.67,0.0,0.0,35f173a0,MP Breetzke,,,,,,,595267.0,,,,1383545.0,,46852.0,,,,,,,0,0,0
MP Stoinis,108.0,99.0,27.0,2026.0,1400.0,158.0,106.0,124.0,1.0,9.0,71.0,888.0,1449.0,44.0,0.0,4.0,15.0,72.0,28.14,144.71,9.79,32.93,d9273ee7,MP Stoinis,,,5957.0,,,,325012.0,,,,246389.0,,,,,,,964.0,,25,0,3
MP Yadav,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,121.0,185.0,9.0,0.0,3.0,14.0,0.0,0.0,0.0,9.17,20.56,b1ad996b,MP Yadav,,,,,,,1292563.0,,,,,,,,,,,,,3,0,0
MR Marsh,55.0,49.0,2.0,1292.0,904.0,104.0,75.0,117.0,1.0,9.0,34.0,560.0,795.0,37.0,0.0,4.0,25.0,47.0,27.49,142.92,8.52,21.49,3d8feaf8,MR Marsh,,,4601.0,,,,272450.0,,,,148134.0,,,,,,,221.0,,11,0,1
MS Bhandage,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,1.0,25.0,0.0,0.0,e96801ea,MS Bhandage,0iiiVLCbJizOUeJIceQGi1JOhXIKJAy,,,,,,1057399.0,,,,,,,,,,,,,2,0,0
MS Bisla,39.0,39.0,1.0,798.0,702.0,93.0,23.0,92.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,38.0,21.0,113.68,0.0,0.0,5afd4539,MS Bisla,,,,,,,27280.0,,,,,,,,,,,90.0,,20,7,10
MS Dhoni,241.0,241.0,99.0,5439.0,3957.0,375.0,264.0,84.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,142.0,38.3,137.45,0.0,0.0,4a8a2e3b,MS Dhoni,,,,,,,28081.0,,,,7561.0,,,,,,,1.0,,158,47,53
MS Gony,44.0,15.0,6.0,99.0,71.0,6.0,8.0,42.0,0.0,0.0,44.0,888.0,1287.0,37.0,0.0,3.0,31.0,9.0,11.0,139.44,8.7,34.78,ae78bc32,MS Gony,iUJbIiOe0JGOLheQy1VzcJiKIiAXCiJ,,,,,,317293.0,,,,,,,,,,,40.0,,6,0,2
MS Wade,14.0,14.0,0.0,183.0,177.0,23.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,14.0,13.07,103.39,0.0,0.0,afa7e784,MS Wade,,,4555.0,,,,230193.0,,,,95740.0,,,,,,,290.0,,8,1,1
MV Boucher,23.0,23.0,9.0,394.0,309.0,32.0,13.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,14.0,28.14,127.51,0.0,0.0,f3cb53a1,MV Boucher,,,,,,,44111.0,,,,3941.0,,,,,,,306.0,,14,3,7
MW Short,6.0,6.0,0.0,117.0,92.0,15.0,4.0,36.0,0.0,0.0,3.0,24.0,25.0,0.0,0.0,0.0,7.0,6.0,19.5,127.17,6.25,0.0,a90e53ec,MW Short,,,7034.0,,,,605575.0,,,,1381843.0,,,,,,,1474.0,,5,0,0
Mandeep Singh,97.0,97.0,16.0,1706.0,1388.0,176.0,38.0,77.0,0.0,6.0,2.0,12.0,26.0,0.0,0.0,0.0,8.0,81.0,21.06,122.91,13.0,0.0,c3a96caf,Mandeep Singh,OzV0LUQiKbJeGieihXiCAIOJ1IiJyJc,2016e7d2c33e9b3f11e69558028d29d,,,,,398506.0,,,,250480.0,,,,,,,72.0,,38,0,2
Mandeep Singh,97.0,97.0,16.0,1706.0,1388.0,176.0,38.0,77.0,0.0,6.0,2.0,12.0,26.0,0.0,0.0,0.0,8.0,81.0,21.06,122.91,13.0,0.0,dc39e9ab,Mandeep Singh (2),,,,,,,1441894.0,,,,,,,,,,,,,38,0,2
Mashrafe Mortaza,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,24.0,58.0,0.0,0.0,0.0,58.0,0.0,2.0,100.0,14.5,0.0,e186f49c,Mashrafe Mortaza,,,,,,,56007.0,,,,24332.0,,,,,,,391.0,,0,0,1
Mayank Dagar,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,137.0,203.0,2.0,0.0,1.0,23.0,1.0,0.0,0.0,8.89,101.5,a457cfb5,Mayank Dagar,AycJiKeJ1iIIXih0COObiJLziUQVGeJ,,,,,,942367.0,,,,,,,,,,,2968.0,,3,0,0
Milind Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Misbah-ul-Haq,8.0,8.0,1.0,117.0,81.0,10.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,7.0,16.71,144.44,0.0,0.0,7eae4418,Misbah-ul-Haq,,,,,,,41378.0,,,,19294.0,,,,,,,332.0,,1,0,0
Mohammad Ashraful,1.0,1.0,0.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,2.0,20.0,0.0,0.0,2bb09eb2,Mohammad Ashraful,,,,,,,55988.0,,,,24328.0,,,,,,,383.0,,2,0,0
Mohammad Asif,8.0,2.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,8.0,192.0,296.0,8.0,0.0,2.0,19.0,2.0,1.5,50.0,9.25,37.0,e03b66ec,Mohammad Asif,,,,,,,41411.0,,,,19325.0,,,,,,,,,1,0,0
Mohammad Asif,8.0,2.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,8.0,192.0,296.0,8.0,0.0,2.0,19.0,2.0,1.5,50.0,9.25,37.0,b7b6790a,Mohammad Asif (2),,,,,,,516824.0,,,,,,,,,,,,,1,0,0
Mohammad Asif,8.0,2.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,8.0,192.0,296.0,8.0,0.0,2.0,19.0,2.0,1.5,50.0,9.25,37.0,53ad9c10,Mohammad Asif (3),,,,,,,343070.0,,,,,,,,,,,,,1,0,0
Mohammad Hafeez,8.0,8.0,1.0,64.0,83.0,7.0,2.0,16.0,0.0,0.0,4.0,60.0,68.0,2.0,0.0,1.0,8.0,7.0,9.14,77.11,6.8,34.0,9ab63e7b,Mohammad Hafeez,,,,,,,41434.0,,,13050.0,19345.0,,,,,,,441.0,,1,0,1
Mohammad Nabi,24.0,19.0,3.0,221.0,152.0,18.0,12.0,37.0,0.0,0.0,23.0,417.0,517.0,15.0,0.0,4.0,11.0,16.0,13.81,145.39,7.44,34.47,62af8546,Mohammad Nabi,,,4307.0,,,,25913.0,,,,53898.0,,,,,,,618.0,,18,0,2
Mohammed Shami,119.0,27.0,13.0,84.0,89.0,7.0,2.0,21.0,0.0,0.0,119.0,2614.0,3757.0,133.0,0.0,4.0,11.0,14.0,6.0,94.38,8.62,28.25,8cf9814c,Mohammed Shami,ChbiJ1JcJIiiVXKQeyOAeGUiiOL0IJz,,,,,,481896.0,,,,908878.0,,,,,,,94.0,,21,0,10
Mohammed Siraj,108.0,21.0,12.0,112.0,123.0,10.0,4.0,14.0,0.0,0.0,108.0,2300.0,3349.0,109.0,0.0,4.0,17.0,9.0,12.44,91.06,8.74,30.72,2f49c897,Mohammed Siraj,UiLzXQiGJbJ1IOAy0cJehOJeiCKIVii,,,,,,940973.0,,,,1917055.0,,,,,,,3840.0,,34,0,2
Mohit Rathee,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,29.0,0.0,0.0,0.0,29.0,0.0,1.0,50.0,14.5,0.0,9a5f2863,Mohit Rathee,,,,,,,1349361.0,,,,,,,,,,,,,0,0,0
Mohsin Khan,23.0,5.0,2.0,25.0,24.0,2.0,1.0,13.0,0.0,0.0,23.0,486.0,689.0,27.0,0.0,4.0,16.0,3.0,8.33,104.17,8.51,25.52,2669d6b7,Mohsin Khan,,,,,,,919535.0,1163483.0,,,2313203.0,,,,,,,,,2,0,0
Mohsin Khan,23.0,5.0,2.0,25.0,24.0,2.0,1.0,13.0,0.0,0.0,23.0,486.0,689.0,27.0,0.0,4.0,16.0,3.0,8.33,104.17,8.51,25.52,c33d8116,Mohsin Khan (2),eiIL1ciCOJJJI0GzOybiQhViUJKAieX,,,,,,1132005.0,,,,,,,,,,,,,2,0,0
Monu Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,fb24e76c,Monu Kumar,Oe0yCIbIQciiVA1UhiJXJOJKiiLJezG,,,,,,694209.0,,,,409687.0,,,,,,,1560.0,,0,0,0
Mujeeb Ur Rahman,20.0,6.0,3.0,12.0,15.0,2.0,0.0,10.0,0.0,0.0,20.0,446.0,620.0,20.0,0.0,3.0,27.0,3.0,4.0,80.0,8.34,31.0,7d92277a,Mujeeb Ur Rahman,,,11484.0,,,,974109.0,,,,2128581.0,,,,,,,4572.0,,2,0,0
Mukesh Choudhary,16.0,2.0,1.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,16.0,315.0,522.0,17.0,0.0,4.0,46.0,1.0,6.0,100.0,9.94,30.71,765a4731,Mukesh Choudhary,20178a2f6147ab6611e78020028d29d,,,,,,1125688.0,,,,,,,,,,,,,3,0,0
Mukesh Kumar,32.0,5.0,4.0,10.0,18.0,0.0,0.0,6.0,0.0,0.0,32.0,636.0,1102.0,37.0,0.0,4.0,33.0,1.0,10.0,55.56,10.4,29.78,2cffab74,Mukesh Kumar,AJCi0JJVJeXhyUziiOLIeiIicbGKO1Q,,,,,,926851.0,,,,,,,,,,,,,9,0,4
Musheer Khan,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,27.0,1.0,0.0,1.0,27.0,1.0,0.0,0.0,13.5,27.0,d621b427,Musheer Khan,,,,,,,1316430.0,,,,,,,,,,,,,0,0,0
Mustafizur Rahman,60.0,7.0,5.0,13.0,24.0,0.0,1.0,8.0,0.0,0.0,60.0,1364.0,1849.0,65.0,0.0,4.0,29.0,2.0,6.5,54.17,8.13,28.45,0a8fce53,Mustafizur Rahman,,,,,,,330902.0,,,,1412477.0,,,,,,,1594.0,,7,0,0
N Burger,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,102.0,145.0,7.0,0.0,2.0,29.0,0.0,0.0,0.0,8.53,20.71,465aa633,N Burger,,,,,,,971349.0,,,,,,,,,,,,,2,0,0
N Jagadeesan,10.0,10.0,1.0,162.0,147.0,21.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,9.0,18.0,110.2,0.0,0.0,bd54eef5,N Jagadeesan,1IOQicL0zIiiJJGbUhOAiCyJXJeieKV,,,,,,1048813.0,,,,273965.0,,,,,,,4942.0,,1,0,0
N Pooran,86.0,86.0,20.0,2293.0,1359.0,158.0,167.0,87.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,66.0,34.74,168.73,0.0,0.0,3241e3fd,N Pooran,,,6763.0,,,,604302.0,,,,969464.0,,,,,,,1703.0,,40,4,5
N Rana,114.0,112.0,9.0,2853.0,2086.0,261.0,141.0,87.0,0.0,20.0,26.0,192.0,270.0,10.0,0.0,2.0,11.0,103.0,27.7,136.77,8.44,27.0,fb2d1dda,N Rana,hVUcKiLiyiOiXbJIJ0JJCee1OGAizQI,,,,,,604527.0,,,,412485.0,,,,,,,2738.0,,26,0,1
N Saini,10.0,10.0,0.0,140.0,141.0,16.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,10.0,14.0,99.29,0.0,0.0,addbde6c,N Saini,bAIiiyKJ0iUzJVLJiIOeCihGeOc1QXJ,,,,,,274785.0,,,,,,,,,,,73.0,,11,2,2
N Thushara,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,180.0,283.0,9.0,0.0,3.0,28.0,0.0,0.0,0.0,9.43,31.44,ee1b6c27,N Thushara,,,,,,,955235.0,,,,,,,,,,,,,1,0,1
N Wadhera,31.0,31.0,4.0,719.0,503.0,60.0,39.0,70.0,0.0,4.0,2.0,17.0,22.0,0.0,0.0,0.0,9.0,27.0,26.63,142.94,7.76,0.0,d1a60072,N Wadhera,,,,,,,1151273.0,,,,,,,,,,,,,12,0,1
NA Saini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0
NB Singh,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,15.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,3.75,15.0,b822e99c,NB Singh,JiehiObeILKCIyXUOGJJziiJAQ10Vci,,,,,,853259.0,,,,,,,,,,,3186.0,,0,0,0
ND Doshi,4.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,79.0,2.0,0.0,1.0,15.0,1.0,0.0,0.0,8.46,39.5,6ec424a9,ND Doshi,,,,,,,12440.0,,,,,,,,,,,,,0,0,0
NJ Maddinson,3.0,3.0,0.0,20.0,21.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,3.0,6.67,95.24,0.0,0.0,44afbf2d,NJ Maddinson,,,5165.0,,,,333780.0,,,,255689.0,,,,,,,858.0,,1,0,0
NJ Rimmington,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,19.0,0.0,0.0,0.0,19.0,0.0,1.0,100.0,6.33,0.0,6042bf26,NJ Rimmington,,,,,,,7443.0,,,,15555.0,,,,,,,189.0,,0,0,0
NK Patel,6.0,6.0,2.0,121.0,119.0,14.0,1.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,4.0,30.25,101.68,0.0,0.0,a2870fb7,Niraj Patel,,,,,,,32240.0,,,,,,,,,,,,,6,0,0
NK Patel,6.0,6.0,2.0,121.0,119.0,14.0,1.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,4.0,30.25,101.68,0.0,0.0,c6e10e5c,NK Patel,,,,,,,532247.0,233258.0,,,97731.0,,,,,17107.0,,,,6,0,0
NL McCullum,2.0,2.0,1.0,26.0,22.0,0.0,1.0,15.0,0.0,0.0,2.0,30.0,34.0,0.0,0.0,0.0,12.0,1.0,26.0,118.18,6.8,0.0,5673a3fc,NL McCullum,,,,,,,37749.0,,,,,,,1240ef6a-6016-46b7-8aad-48ec71ad83ae,,,,222.0,,1,0,1
NLTC Perera,37.0,30.0,8.0,424.0,309.0,23.0,26.0,40.0,0.0,0.0,36.0,698.0,1016.0,31.0,0.0,3.0,20.0,22.0,19.27,137.22,8.73,32.77,0f12f9df,NLTC Perera,,,,,,,233514.0,,,,94265.0,,,,,,,215.0,,13,0,6
NM Coulter-Nile,38.0,16.0,5.0,82.0,72.0,7.0,4.0,24.0,0.0,0.0,38.0,857.0,1100.0,48.0,0.0,4.0,14.0,11.0,7.45,113.89,7.7,22.92,56ab442f,NM Coulter-Nile,,,5538.0,,,,261354.0,,,,98645.0,,,,,,,840.0,,12,0,2
NS Naik,4.0,4.0,0.0,31.0,50.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,4.0,7.75,62.0,0.0,0.0,aedc3b7c,NS Naik,zcJGUKiebXII01QeVJiOAiyiJhCJLOi,,,,,,554700.0,,,,257809.0,,,,,,,2732.0,,3,0,1
NT Ellis,17.0,5.0,1.0,19.0,25.0,0.0,1.0,12.0,0.0,0.0,17.0,378.0,546.0,19.0,0.0,4.0,30.0,4.0,4.75,76.0,8.67,28.74,9eb1455b,NT Ellis,,,12968.0,,,,826915.0,,,,2129544.0,,,,,,,,,3,0,0
NV Ojha,94.0,94.0,19.0,1554.0,1313.0,121.0,79.0,94.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,75.0,20.72,118.35,0.0,0.0,890946a0,NV Ojha,iU1JiVGXCcbJIQiKiJJLh0OAzOeiIye,,,,,,32102.0,,,,12488.0,,,,,,,52.0,,65,10,25
Naman Dhir,19.0,19.0,5.0,392.0,217.0,37.0,23.0,62.0,0.0,1.0,5.0,52.0,76.0,0.0,0.0,0.0,9.0,14.0,28.0,180.65,8.77,0.0,fffa744b,Naman Dhir,,,,,,,1287032.0,,,,,,,,,,,,,15,0,1
Navdeep Saini,31.0,7.0,3.0,33.0,37.0,3.0,0.0,12.0,0.0,0.0,31.0,652.0,946.0,24.0,0.0,3.0,40.0,4.0,8.25,89.19,8.71,39.42,21d4e29b,NA Saini,iVieOCQ1ibOJ0cyAJizeKJIhXUJILiG,,,,,,700167.0,,,,1580079.0,,,,,,,3824.0,,8,0,0
Naveen-ul-Haq,17.0,4.0,3.0,18.0,25.0,2.0,0.0,13.0,0.0,0.0,17.0,387.0,591.0,25.0,0.0,4.0,38.0,1.0,18.0,72.0,9.16,23.64,c0c411cb,Naveen-ul-Haq,,,,,,,793447.0,,,,1738415.0,,,,,,,3122.0,,6,0,1
Nithish Kumar Reddy,25.0,22.0,5.0,485.0,365.0,31.0,25.0,76.0,0.0,2.0,12.0,139.0,254.0,5.0,0.0,2.0,17.0,17.0,28.53,132.88,10.96,50.8,aad0c365,Nithish Kumar Reddy,20161382502ab62911e6842a028d29d,,,,,,1175496.0,,,,,,,,,,,,,12,0,2
Noor Ahmad,37.0,11.0,3.0,20.0,35.0,2.0,0.0,7.0,0.0,0.0,37.0,792.0,1067.0,48.0,0.0,4.0,18.0,8.0,2.5,57.14,8.08,22.23,efc04be7,Noor Ahmad,,,13157.0,,,,1182529.0,,,,2178162.0,,,,,,,,,9,0,1
O Thomas,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,79.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,7.9,15.8,c6097d68,O Thomas,,,,,,,914567.0,,,,1694398.0,,,,,,,5146.0,,1,0,0
OA Shah,22.0,22.0,7.0,506.0,389.0,34.0,23.0,76.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,15.0,33.73,130.08,0.0,0.0,7bf96684,OA Shah,201625b004bc8a0511e69558028d29d,,,,,,20123.0,594438.0,,,6360.0,,,,,,,275.0,,7,0,1
OC McCoy,8.0,1.0,0.0,8.0,5.0,0.0,1.0,8.0,0.0,0.0,8.0,161.0,250.0,11.0,0.0,3.0,23.0,1.0,8.0,160.0,9.32,22.73,529eb9e0,OC McCoy,,,,,,,906783.0,,,,1702180.0,,,,,,,3100.0,,1,0,0
OF Smith,6.0,6.0,3.0,51.0,44.0,1.0,5.0,25.0,0.0,0.0,6.0,90.0,178.0,6.0,0.0,4.0,30.0,3.0,17.0,115.91,11.87,29.67,23cca426,OF Smith,,,,,,,820691.0,,,,1694397.0,,,,,,,3103.0,,2,0,1
P Amarnath,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,132.0,236.0,7.0,0.0,2.0,29.0,0.0,0.0,0.0,10.73,33.71,6ad3a659,P Amarnath,,,,,,,290629.0,,,,,,,,,,,,,2,0,0
P Awana,33.0,5.0,3.0,5.0,14.0,0.0,0.0,4.0,0.0,0.0,33.0,747.0,1029.0,39.0,0.0,4.0,34.0,2.0,2.5,35.71,8.27,26.38,1a0c3177,P Awana,eiJcQIKeLi1iiiOOyJXhzbAGJIUCV0J,,,,,,323131.0,,,,,,,,,,,254.0,,4,0,1
P Chopra,1.0,1.0,0.0,8.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,8.0,133.33,0.0,0.0,8ac93ca2,P Chopra,eUJzhL0ICGbJyiieVcAQKJXiOi1IiOJ,,,,,,500135.0,,,,,,,,,,,3226.0,,1,0,0
P Dogra,12.0,12.0,1.0,127.0,138.0,4.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,11.0,11.55,92.03,0.0,0.0,2728e7e9,P Dogra,OhQiAJbJyIeGOi1cJUJIi0CiiKeXVzL,,,,,,28160.0,,,,,,,,,,,74.0,,5,0,1
P Dubey,5.0,2.0,1.0,23.0,33.0,2.0,0.0,16.0,0.0,0.0,5.0,78.0,111.0,2.0,0.0,1.0,19.0,1.0,23.0,69.7,8.54,55.5,ed5a5510,P Dubey,IJzJQJJ0biyiCecKiVUOi1hXOeIAGLi,,,,,,777515.0,,,,516703.0,,,,,,,3188.0,,2,0,0
P Kumar,119.0,57.0,19.0,340.0,314.0,22.0,17.0,34.0,0.0,0.0,119.0,2524.0,3251.0,90.0,0.0,3.0,18.0,38.0,8.95,108.28,7.73,36.12,e938e1bc,P Kumar,J1iCzJIQL0eybOKiIJiOVUiXhcAGiJe,,,,,,30732.0,,,,73455.0,,,,,,,77.0,,14,0,7
P Negi,46.0,35.0,9.0,365.0,289.0,27.0,16.0,36.0,0.0,0.0,42.0,716.0,939.0,34.0,0.0,4.0,18.0,26.0,14.04,126.3,7.87,27.62,f62772e5,P Negi,JciiKXiJGeAiQJOOLeJC1IzVI0yUibh,,,,,,530773.0,,,,,,,,,,,53.0,,18,0,5
P Parameswaran,8.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,154.0,224.0,9.0,0.0,3.0,30.0,0.0,1.0,50.0,8.73,24.89,0c432afb,P Parameswaran,,,,,,,279562.0,,,,,,,,,,,415.0,,1,0,0
P Prasanth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,ddb00822,P Prasanth,JiicOb0zGiUyOJ1KVeXJihQeAIILCJi,,,,,,32211.0,,,,,,,,,,,,,0,0,0
P Ray Barman,1.0,1.0,0.0,19.0,24.0,2.0,0.0,19.0,0.0,0.0,1.0,24.0,56.0,0.0,0.0,0.0,56.0,1.0,19.0,79.17,14.0,0.0,441c72ae,P Ray Barman,VeLUJiQyJO0GXzJiOiIKiACbihc1eJI,,,,,,1159712.0,,,,,,,,,,,5439.0,,0,0,0
P Sahu,5.0,2.0,1.0,19.0,13.0,1.0,1.0,18.0,0.0,0.0,5.0,105.0,146.0,3.0,0.0,2.0,18.0,1.0,19.0,146.15,8.34,48.67,9a0146b3,P Sahu,,,,,,,34155.0,,,,,,,,,,,2745.0,,0,0,0
P Simran Singh,52.0,52.0,1.0,1355.0,887.0,141.0,71.0,103.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,51.0,26.57,152.76,0.0,0.0,9418198b,P Simran Singh,yibzO1G0KiJeQAeicUIOCJJiihLJVIX,,,,,,1161024.0,,,,1573619.0,,,,,,,5436.0,,6,1,0
P Suyal,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,96.0,151.0,2.0,0.0,1.0,21.0,0.0,0.0,0.0,9.44,75.5,cedc1d9a,P Suyal,J0KJcXQiziG1IieLbVIhyiOJCJeAOiU,,,,,,431213.0,,,,,,,,,,,105.0,,1,0,0
PA Patel,136.0,136.0,10.0,2848.0,2358.0,365.0,49.0,81.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,126.0,22.6,120.78,0.0,0.0,b5da6c24,PA Patel,UVyIQiICJXziLJOiKiAcO0ihJ1beJGe,eJe0yzVIiJQcJ1iiObJLUOGKiXChiAI,,,,,32242.0,,,,9805.0,,,,,,,44.0,,69,16,26
PA Reddy,10.0,10.0,0.0,164.0,160.0,15.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,10.0,16.4,102.5,0.0,0.0,2461eef2,PA Reddy,ez0eiyiJOGIJUJiIiXQ1KiCbAVchJLO,,,,,,376109.0,,,,,,,,,,,29.0,,2,0,1
