name,matches,innings_batted,not_outs,runs_scored,balls_faced,fours,sixes,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,5_wickets,best_bowling_wickets,best_bowling_runs,dismissals,batting_avg,batting_sr,bowling_economy,bowling_avg,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,catches,stumpings,run_outs_involved
D du Preez,2.0,1.0,0.0,10.0,13.0,0.0,0.0,10.0,0.0,0.0,2.0,42.0,56.0,4.0,0.0,3.0,32.0,1.0,10.0,76.92,8.0,14.0,d7a57f75,D du Preez,,,,,,,44938.0,,,,,,,,,,,,,0,0,0
DA Miller,133.0,133.0,48.0,3077.0,2221.0,220.0,138.0,101.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,85.0,36.2,138.54,0.0,0.0,d67d5f00,DA Miller,,,4804.0,,,,321777.0,,,,260912.0,,,,,,,187.0,,85,0,8
DA Warner,184.0,184.0,21.0,6567.0,4702.0,663.0,236.0,126.0,4.0,62.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,163.0,40.29,139.66,12.0,0.0,dcce6f09,DA Warner,,,,,,,219889.0,,,,90182.0,,,,,,,170.0,,88,0,9
DAJ Bracewell,1.0,1.0,1.0,12.0,9.0,1.0,0.0,12.0,0.0,0.0,1.0,24.0,32.0,3.0,0.0,3.0,32.0,0.0,12.0,133.33,8.0,10.67,2e9fdf9b,DAJ Bracewell,,,,7622.0,,,362541.0,,,,335200.0,,,82f1c4b2-e697-48d3-bcb9-c7b59ce41628,e31e87f0-491d-452b-89a6-f573322067a6,,,176.0,,1,0,1
DB Das,22.0,22.0,8.0,304.0,261.0,23.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,14.0,21.71,116.48,0.0,0.0,7050a1e7,DB Das,Q0iJeGChLUVXyAiKebOIiiJ1IzOiJcJ,,,,,,328163.0,,,,,,,,,,,259.0,,7,0,2
DB Ravi Teja,25.0,25.0,6.0,375.0,317.0,35.0,9.0,60.0,0.0,1.0,2.0,18.0,28.0,1.0,0.0,1.0,19.0,19.0,19.74,118.3,9.33,28.0,b720a5d6,DB Ravi Teja,hJJVXOcbeiQiiL1IyOGCeiIAzUJ0JiK,,,,,,237701.0,,,,,,,,,,,36.0,,11,0,2
DE Bollinger,27.0,4.0,3.0,21.0,23.0,1.0,1.0,16.0,0.0,0.0,27.0,576.0,693.0,37.0,0.0,4.0,13.0,1.0,21.0,91.3,7.22,18.73,45c2196c,DE Bollinger,,,,,,,4508.0,,,,44839.0,,,,,,,18.0,,8,0,1
DG Nalkande,6.0,2.0,0.0,12.0,12.0,0.0,1.0,12.0,0.0,0.0,6.0,84.0,148.0,6.0,0.0,2.0,21.0,2.0,6.0,100.0,10.57,24.67,cd8d2859,DG Nalkande,bJI1iOCiiKeXIiyOGUiJVJAzcehL0QJ,,,,,,1111917.0,,,,,,,,,,,,,2,0,0
DH Yagnik,17.0,17.0,7.0,170.0,137.0,23.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,10.0,17.0,124.09,0.0,0.0,063b3673,DH Yagnik,CbJ1JieGiAJIJUeiIViyhiQXOLz0KcO,,,,,,36071.0,,,,,,,,,,,141.0,,12,5,6
DJ Bravo,160.0,110.0,41.0,1560.0,1204.0,120.0,66.0,70.0,0.0,5.0,158.0,3120.0,4360.0,183.0,0.0,4.0,22.0,69.0,22.61,129.57,8.38,23.83,87e562a9,DJ Bravo,,,,,,,51439.0,,,,44613.0,,,,,,,25.0,,80,0,14
DJ Harris,4.0,4.0,0.0,111.0,101.0,11.0,5.0,47.0,0.0,0.0,2.0,18.0,26.0,0.0,0.0,0.0,11.0,4.0,27.75,109.9,8.67,0.0,39f82db3,DJ Harris,,,,,,,5583.0,,,,,,,,,,,185.0,,5,0,0
DJ Hooda,107.0,101.0,16.0,1497.0,1173.0,98.0,62.0,64.0,0.0,8.0,34.0,379.0,546.0,10.0,0.0,2.0,16.0,85.0,17.61,127.62,8.64,54.6,73ad96ed,DJ Hooda,zeiQJI0C1KJiIbiJiULcyhAOVeXOGJi,,,,,,497121.0,,,,1058801.0,,,,,,,1556.0,,59,0,4
DJ Hussey,61.0,61.0,12.0,1322.0,1075.0,90.0,60.0,71.0,0.0,5.0,26.0,317.0,474.0,8.0,0.0,2.0,2.0,49.0,26.98,122.98,8.97,59.25,fd835ab3,DJ Hussey,,,,,,,5766.0,,,,,,,,,,,186.0,,25,0,5
DJ Jacobs,7.0,7.0,0.0,92.0,98.0,10.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,7.0,13.14,93.88,0.0,0.0,a84468fe,DJ Jacobs,,,,,,,45782.0,,,,,,,,,,,208.0,,3,2,2
DJ Malan,1.0,1.0,0.0,26.0,26.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,26.0,100.0,0.0,0.0,ad9c32a2,DJ Malan,,,4041.0,,,,236489.0,,,14241.0,100194.0,,,766b7900-8d17-8346-967b-4e55b4a3861e,,,,3318.0,,1,0,0
DJ Mitchell,15.0,15.0,2.0,351.0,267.0,28.0,10.0,63.0,0.0,2.0,4.0,48.0,97.0,1.0,0.0,1.0,18.0,13.0,27.0,131.46,12.12,97.0,eade4650,DJ Mitchell,,,,,,,381743.0,,,,1069676.0,,,5a2afb2b-e075-4f95-a09b-7cfa10b753a8,,,,3642.0,1860.0,11,0,0
DJ Muthuswami,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,84.0,101.0,4.0,0.0,2.0,18.0,1.0,1.0,33.33,7.21,25.25,2c76b512,DJ Muthuswami,UJiQeK1z0OeAJVcbiOIJyiiLIXCGhJi,,,,,,528985.0,,,,,,,,,,,2736.0,,0,0,0
DJ Thornely,5.0,4.0,1.0,39.0,53.0,2.0,2.0,30.0,0.0,0.0,4.0,42.0,40.0,3.0,0.0,2.0,7.0,3.0,13.0,73.58,5.71,13.33,7d3937ed,DJ Thornely,,,,,,,8002.0,,,,,,,,,,,,,3,0,0
DJ Willey,11.0,5.0,3.0,53.0,62.0,7.0,0.0,20.0,0.0,0.0,11.0,216.0,272.0,6.0,0.0,2.0,16.0,2.0,26.5,85.48,7.56,45.33,7f048519,DJ Willey,,,,,,,308251.0,,,,214425.0,,,,,,,2758.0,,4,0,0
DJG Sammy,22.0,20.0,5.0,295.0,241.0,15.0,18.0,60.0,0.0,1.0,19.0,236.0,350.0,11.0,0.0,4.0,22.0,15.0,19.67,122.41,8.9,31.82,c03c6200,DJG Sammy,,,,,,,53115.0,,,12285.0,44210.0,,,,,,,589.0,,9,0,4
DJM Short,7.0,7.0,0.0,115.0,99.0,11.0,5.0,44.0,0.0,0.0,2.0,18.0,19.0,1.0,0.0,1.0,10.0,7.0,16.43,116.16,6.33,19.0,1a156c88,DJM Short,,,8283.0,,,,308798.0,,,,158650.0,,,ed11c108-8c8f-4788-9102-8198806d44c9,,,,3887.0,,2,0,0
DL Chahar,95.0,16.0,8.0,117.0,84.0,5.0,8.0,39.0,0.0,0.0,95.0,1915.0,2597.0,88.0,0.0,4.0,13.0,8.0,14.62,139.29,8.14,29.51,23eeb873,DL Chahar,1bJVJAyiCKUIheLXiJQ0ciOIzGiJOie,,,,,,447261.0,,,,258155.0,,,,,,,140.0,,15,0,1
DL Vettori,34.0,16.0,8.0,121.0,113.0,11.0,2.0,29.0,0.0,0.0,34.0,777.0,879.0,28.0,0.0,3.0,15.0,8.0,15.12,107.08,6.79,31.39,d7c6af50,DL Vettori,,,,,,,38710.0,,,,4372.0,,,1b6c5946-3779-4bd9-9fc2-361ee3542f60,,,,243.0,,11,0,4
DM Bravo,1.0,1.0,1.0,6.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,6.0,120.0,0.0,0.0,14b14cd8,DM Bravo,,,,,,,277472.0,,,,158539.0,,,,,,,184.0,,0,0,0
DNT Zoysa,3.0,2.0,1.0,11.0,9.0,1.0,0.0,10.0,0.0,0.0,3.0,66.0,99.0,2.0,0.0,1.0,30.0,1.0,11.0,122.22,9.0,49.5,e0351c86,DNT Zoysa,,,,,,,51050.0,,,,5399.0,,,,,,,,,1,0,0
DP Conway,28.0,28.0,3.0,1080.0,773.0,117.0,34.0,92.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,25.0,43.2,139.72,0.0,0.0,df5a6881,DP Conway,,,,,,,379140.0,,,,389099.0,,,1b4fc4a7-4449-43e1-a98f-b9c33e7d8088,,,,4650.0,,10,0,1
DP Nannes,29.0,2.0,1.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,29.0,646.0,785.0,28.0,0.0,3.0,27.0,1.0,4.0,30.77,7.29,28.04,c404f58a,DP Nannes,,,,,,,6981.0,,,,,,,,,,,237.0,,9,0,2
DP Vijaykumar,9.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,152.0,199.0,4.0,0.0,1.0,17.0,0.0,1.0,100.0,7.86,49.75,acd4f5dc,DP Vijaykumar,,,,,,,272949.0,,,,,,,,,,,,,0,0,0
DPMD Jayawardene,78.0,78.0,15.0,1808.0,1464.0,200.0,40.0,110.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,63.0,28.7,123.5,0.0,0.0,d18f9182,DPMD Jayawardene,,,,,,,49289.0,,,,6298.0,,,,,,,175.0,,33,0,8
DR Martyn,1.0,1.0,0.0,19.0,24.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,19.0,79.17,0.0,0.0,69762509,DR Martyn,,,,,,,6513.0,,,,2065.0,,,,,,,,,0,0,0
DR Sams,16.0,13.0,4.0,44.0,44.0,1.0,3.0,15.0,0.0,0.0,16.0,360.0,523.0,14.0,0.0,4.0,30.0,9.0,4.89,100.0,8.72,37.36,caf69bf7,DR Sams,,,8285.0,,,,826901.0,,,,1230394.0,,,079defb4-f006-4ad9-bd2c-1dc9342ef48d,8ec728a5-3453-41e1-9760-f58b748e9ab3,,,4649.0,,11,0,0
DR Shorey,2.0,2.0,0.0,13.0,17.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,6.5,76.47,0.0,0.0,faa7365d,DR Shorey,iOiAJeiJQU1bcJIChXyO0GeiiIJKLzV,,,,,,590327.0,,,,,,,,,,,4946.0,,6,0,0
DR Smith,91.0,88.0,4.0,2385.0,1764.0,245.0,117.0,87.0,0.0,17.0,46.0,539.0,810.0,26.0,0.0,4.0,8.0,84.0,28.39,135.2,9.02,31.15,a09dd2ae,David Smith,,,,,,,20236.0,,,,1159.0,,,,,,,,,41,0,3
DR Smith,91.0,88.0,4.0,2385.0,1764.0,245.0,117.0,87.0,0.0,17.0,46.0,539.0,810.0,26.0,0.0,4.0,8.0,84.0,28.39,135.2,9.02,31.15,35205dfc,DR Smith,,,,,,,53118.0,,,,44904.0,,,,,,,413.0,,41,0,3
DS Kulkarni,92.0,20.0,11.0,104.0,108.0,7.0,2.0,28.0,0.0,0.0,92.0,1787.0,2474.0,86.0,0.0,4.0,14.0,9.0,11.56,96.3,8.31,28.77,d2a989fc,DS Kulkarni,cIQiXiiLVezIi0JCAyiOeJGb1OKhJJU,,,,,,277955.0,,,,160008.0,,,,,,,101.0,,22,0,2
DS Lehmann,2.0,2.0,0.0,18.0,18.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,9.0,100.0,0.0,0.0,53fe6ee4,DS Lehmann,,,,,,,6285.0,,,,3324.0,,,,,,,,,0,0,0
DS Rathi,13.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0,312.0,429.0,14.0,0.0,2.0,30.0,1.0,1.0,33.33,8.25,30.64,13fc5c6d,DS Rathi,,,,,,,1460529.0,,,,,,,,,,,,,3,0,0
DT Christian,49.0,41.0,10.0,460.0,398.0,23.0,19.0,39.0,0.0,0.0,49.0,883.0,1192.0,38.0,0.0,2.0,10.0,31.0,14.84,115.58,8.1,31.37,2a2e6343,DT Christian,,,4594.0,,,,4864.0,,,,44232.0,,,,,,,181.0,,30,0,4
DT Patil,2.0,2.0,0.0,13.0,13.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,6.5,100.0,0.0,0.0,f48cf4da,DT Patil,,,,,,,32389.0,,,,,,,,,,,,,2,0,0
DW Steyn,95.0,33.0,11.0,167.0,160.0,14.0,3.0,19.0,0.0,0.0,95.0,2182.0,2523.0,97.0,0.0,3.0,8.0,22.0,7.59,104.38,6.94,26.01,8fd1a8f5,DW Steyn,,,3242.0,,,,47492.0,,,11992.0,61252.0,,,,,,,180.0,,24,0,4
Dhruv Jurel,35.0,35.0,11.0,680.0,442.0,51.0,38.0,70.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,24.0,28.33,153.85,0.0,0.0,bcf325d2,Dhruv Jurel,iJyCiQOJG0IVJJeiOeKUbIzLXc1hiAi,,,,,,1175488.0,,,,,,,,,,,,,19,0,1
E Lewis,26.0,26.0,2.0,654.0,477.0,62.0,36.0,65.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,24.0,27.25,137.11,0.0,0.0,0ebfb1ad,E Lewis,,,,,,,431901.0,,,,452594.0,,,,,,,872.0,,9,0,0
E Malinga,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,160.0,238.0,13.0,0.0,3.0,31.0,0.0,0.0,0.0,8.92,18.31,5750bcb4,E Malinga,,,,,,,1306214.0,,,,,,,,,,,,,4,0,1
EJG Morgan,74.0,74.0,13.0,1406.0,1148.0,112.0,64.0,68.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,61.0,23.05,122.47,0.0,0.0,d2a6c0e6,EJG Morgan,,,,,,,24598.0,,,,60781.0,,,,,,,197.0,,36,0,6
ER Dwivedi,2.0,2.0,0.0,24.0,14.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,12.0,171.43,0.0,0.0,b274dbbd,ER Dwivedi,JCQJ1biiOIXAKJJhiOeGLcez0iIVyiU,,,,,,340841.0,,,,,,,,,,,118.0,,2,0,0
F Behardien,3.0,3.0,1.0,14.0,13.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,7.0,107.69,0.0,0.0,dce2019b,F Behardien,,,,,,,44410.0,,,,70871.0,,,,,,,457.0,,1,0,0
F du Plessis,147.0,147.0,11.0,4773.0,3515.0,440.0,174.0,96.0,0.0,39.0,1.0,6.0,16.0,0.0,0.0,0.0,16.0,136.0,35.1,135.79,16.0,0.0,3355b542,F du Plessis,,,,,,,44828.0,,,12009.0,60234.0,,,,,,,24.0,,86,0,5
FA Allen,5.0,3.0,1.0,14.0,19.0,1.0,0.0,8.0,0.0,0.0,4.0,90.0,136.0,2.0,0.0,1.0,22.0,2.0,7.0,73.68,9.07,68.0,b52ffbbd,FA Allen,,,,,,,670013.0,,,,969395.0,,,,,,,1707.0,,2,0,0
FH Edwards,6.0,2.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,140.0,154.0,5.0,0.0,2.0,27.0,1.0,4.0,80.0,6.6,30.8,a7c226e1,FH Edwards,,,,,,,51782.0,,,,45114.0,,,,,,,592.0,,0,0,0
FY Fazal,12.0,11.0,1.0,183.0,173.0,22.0,1.0,45.0,0.0,0.0,2.0,12.0,20.0,0.0,0.0,0.0,6.0,10.0,18.3,105.78,10.0,0.0,c15e2193,FY Fazal,eJ0O1izQOLhAJiiIicbIXCJVJyiUeGK,,,,,,28671.0,,,,,,,,,,,142.0,,7,0,2
Fazalhaq Farooqi,12.0,3.0,3.0,5.0,15.0,0.0,0.0,2.0,0.0,0.0,12.0,254.0,437.0,6.0,0.0,2.0,32.0,0.0,5.0,33.33,10.32,72.83,e9c7f0d0,Fazalhaq Farooqi,,,,,,,974175.0,,,,,,,,,,,,,1,0,0
G Coetzee,14.0,7.0,1.0,31.0,33.0,2.0,2.0,12.0,0.0,0.0,14.0,273.0,472.0,15.0,0.0,4.0,34.0,6.0,5.17,93.94,10.37,31.47,3204c99f,G Coetzee,,,,,,,596010.0,,,,1383206.0,,60342.0,,,,,,,4,0,0
G Gambhir,151.0,151.0,16.0,4217.0,3404.0,492.0,59.0,93.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,135.0,31.24,123.88,0.0,0.0,bb345e0b,G Gambhir,KiXJQLiyIe1Viz0cGIACUiJiOJeOJhb,,,,,,28763.0,,,,7736.0,,,,,,,84.0,,28,0,8
GB Hogg,21.0,4.0,1.0,22.0,22.0,1.0,0.0,13.0,0.0,0.0,21.0,458.0,570.0,23.0,0.0,4.0,29.0,3.0,7.33,100.0,7.47,24.78,f708a0bc,GB Hogg,,,,,,,5681.0,,,,3323.0,,,,,,,231.0,,4,0,1
GC Smith,29.0,29.0,3.0,739.0,668.0,94.0,9.0,91.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,26.0,28.42,110.63,0.0,0.0,72861603,GC Smith,,,,,,,47270.0,,,,10283.0,,,,,,,219.0,,7,0,0
GC Viljoen,6.0,3.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,6.0,138.0,222.0,7.0,0.0,2.0,39.0,2.0,1.5,42.86,9.65,31.71,a316d663,GC Viljoen,,,,,,,375126.0,,,12020.0,373892.0,,,,,,,1276.0,,0,0,0
GD McGrath,14.0,2.0,1.0,4.0,5.0,1.0,0.0,4.0,0.0,0.0,14.0,324.0,357.0,12.0,0.0,4.0,29.0,1.0,4.0,80.0,6.61,29.75,ee7d0c82,GD McGrath,,,,,,,6565.0,,,,2100.0,,,,,,,310.0,,2,0,0
GD Phillips,8.0,8.0,1.0,65.0,55.0,3.0,6.0,25.0,0.0,0.0,4.0,30.0,40.0,2.0,0.0,1.0,10.0,7.0,9.29,118.18,8.0,20.0,9a46c4e5,GD Phillips,,,,10693.0,,,823509.0,,,,1595227.0,,,392c0b52-6ab0-41c5-9701-404dd5a405ad,,,,3027.0,,3,0,0
GH Vihari,23.0,23.0,3.0,284.0,321.0,23.0,1.0,46.0,0.0,0.0,6.0,42.0,47.0,1.0,0.0,1.0,5.0,20.0,14.2,88.47,6.71,47.0,94253925,GH Vihari,KbiyeJQIhLOJC1iUGzJiAOiJ0VXceiI,,,,,,452044.0,,,,235082.0,,,,,,,1117.0,,6,0,2
GHS Garton,5.0,2.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,90.0,135.0,3.0,0.0,1.0,27.0,1.0,2.0,50.0,9.0,45.0,be869ccf,GHS Garton,,,,,,,643433.0,,,,998686.0,,,,,,,2942.0,,1,0,0
GJ Bailey,36.0,36.0,9.0,663.0,544.0,59.0,19.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,27.0,24.56,121.88,0.0,0.0,5056011d,GJ Bailey,,,4390.0,,,,4451.0,,,,35010.0,,,,,,,19.0,,12,0,6
GJ Maxwell,140.0,134.0,16.0,2820.0,1818.0,238.0,161.0,95.0,0.0,18.0,85.0,1022.0,1413.0,41.0,0.0,2.0,15.0,118.0,23.9,155.12,8.3,34.46,b681e71e,GJ Maxwell,,,4894.0,,,,325026.0,,,,246379.0,,,,,,,282.0,,52,0,7
GR Napier,1.0,1.0,0.0,15.0,16.0,1.0,0.0,15.0,0.0,0.0,1.0,24.0,27.0,1.0,0.0,1.0,27.0,1.0,15.0,93.75,6.75,27.0,611926bc,GR Napier,,,,,,,17991.0,,,,,,,,,,,,,0,0,0
GS Sandhu,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,82.0,1.0,0.0,1.0,33.0,0.0,0.0,0.0,10.25,82.0,1558d83b,GS Sandhu,,,5370.0,,,,499660.0,,,,1073207.0,,,7357425e-1239-44ce-bb38-55f1d35525a2,,,,951.0,,0,0,0
GS Sandhu,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,82.0,1.0,0.0,1.0,33.0,0.0,0.0,0.0,10.25,82.0,137b58de,GS Sandhu (2),,,,,,,355683.0,,,,,,,,,,,,,0,0,0
Gagandeep Singh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,141.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,10.07,47.0,890de8cb,Gagandeep Singh,,,,,,,28758.0,,,,,,,,,,,,,0,0,0
Gagandeep Singh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,141.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,10.07,47.0,87046e99,Gagandeep Singh (2),,,,,,,1335146.0,,,,,,,,,,,,,0,0,0
Gagandeep Singh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,141.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,10.07,47.0,4a370769,Gagandeep Singh (3),,,,,,,1382797.0,,,,,,,,,,,,,0,0,0
Gagandeep Singh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,141.0,3.0,0.0,1.0,33.0,0.0,0.0,0.0,10.07,47.0,239197f1,Gagandeep Singh (4),,,,,,,1287064.0,,,,,,,,,,,,,0,0,0
Gulbadin Naib,2.0,1.0,0.0,19.0,15.0,1.0,1.0,19.0,0.0,0.0,1.0,6.0,12.0,0.0,0.0,0.0,12.0,1.0,19.0,126.67,12.0,0.0,9f77963a,Gulbadin Naib,,,,,,,352048.0,,,,94976.0,,,,,,,613.0,,1,0,0
Gurkeerat Singh,32.0,32.0,8.0,511.0,422.0,55.0,11.0,65.0,0.0,2.0,6.0,78.0,97.0,5.0,0.0,2.0,15.0,24.0,21.29,121.09,7.46,19.4,6eb146d2,Gurkeerat Singh,1IVAXJhJI0biQJieKJcLGizCyeOUiOi,,,,,,537124.0,,,,282623.0,,,,,,,253.0,,20,1,1
Gurnoor Brar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,14.0,0.0,99258814,Gurnoor Brar,,,,,,,1287033.0,,,,,,,,,,,,,0,0,0
H Das,1.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,2.0,40.0,0.0,0.0,0ed0cdbf,H Das,,,,,,,236810.0,,,,,,,,,,,,,0,0,0
H Klaasen,45.0,45.0,8.0,1480.0,872.0,98.0,89.0,105.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,37.0,40.0,169.72,0.0,0.0,235c2bb6,H Klaasen,,,,,,,436757.0,,,,914109.0,,46124.0,,,,,3869.0,,22,7,8
H Sharma,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,57.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,11.4,0.0,52294a79,H Sharma,,,,,,,1350761.0,,,,,,,,,,,,,0,0,0
HC Brook,11.0,11.0,2.0,190.0,154.0,23.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,9.0,21.11,123.38,0.0,0.0,4ae1755b,HC Brook,,,,,,,911707.0,,,,1317007.0,,,1720f03e-163e-49d0-a555-2ae36923dd70,,,,3375.0,,3,0,0
HE van der Dussen,3.0,3.0,1.0,22.0,24.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,11.0,91.67,0.0,0.0,9948e262,HE van der Dussen,,,,,,,337790.0,,,,269808.0,,,,,,,1277.0,,0,0,1
HF Gurney,8.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0,162.0,238.0,7.0,0.0,2.0,25.0,0.0,1.0,20.0,8.81,34.0,e412cb64,HF Gurney,,,,,,,244639.0,,,,,,,,,,,1737.0,,0,0,0
HH Gibbs,36.0,36.0,4.0,886.0,807.0,83.0,31.0,69.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,32.0,27.69,109.79,0.0,0.0,e1d1b294,HH Gibbs,,,,,,,45224.0,,,,2345.0,,,,,,,212.0,,22,0,5
HH Pandya,149.0,140.0,43.0,2758.0,1876.0,207.0,150.0,91.0,0.0,10.0,107.0,1628.0,2492.0,78.0,1.0,5.0,36.0,97.0,28.43,147.01,9.18,31.95,dbe50b21,HH Pandya,1hicJieAIiGK0eiiJCVbOXyQLOIJUzJ,,,,,,625371.0,,,,392753.0,,,,,,,2740.0,,73,0,7
HM Amla,16.0,16.0,3.0,577.0,407.0,60.0,21.0,104.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,13.0,44.38,141.77,0.0,0.0,e798611a,HM Amla,,,,,,,43906.0,,,,9853.0,,,,,,,456.0,,0,0,0
HR Shokeen,13.0,5.0,2.0,66.0,65.0,9.0,0.0,25.0,0.0,0.0,13.0,204.0,314.0,5.0,0.0,2.0,34.0,3.0,22.0,101.54,9.24,62.8,0c9652b0,HR Shokeen,,,,,,,1175423.0,,,,,,,,,,,,,5,0,1
HV Patel,117.0,41.0,13.0,270.0,229.0,16.0,15.0,36.0,0.0,0.0,116.0,2424.0,3579.0,151.0,1.0,5.0,27.0,28.0,9.64,117.9,8.86,23.7,f986ca1a,HV Patel,J0ULeeiciJJX1bOiOCVAJizyhQIiGIK,,,,,,390481.0,,,,250417.0,,,,,,,157.0,,28,0,9
Harbhajan Singh,163.0,88.0,34.0,833.0,604.0,79.0,42.0,64.0,0.0,1.0,160.0,3416.0,4030.0,150.0,1.0,5.0,18.0,54.0,15.43,137.91,7.08,26.87,8b5b6769,Harbhajan Singh,JiLeiIUzbcJQiJCJeiiVO0IOyh1KGXA,,,,,,29264.0,,,,7121.0,,,,,,,103.0,,49,0,10
Harmeet Singh,28.0,5.0,1.0,18.0,12.0,3.0,0.0,14.0,0.0,0.0,28.0,549.0,731.0,27.0,0.0,3.0,24.0,4.0,4.5,150.0,7.99,27.07,2a72fd4f,Harmeet Singh,IJCzV1XJiOOAJiiGLU0icJQyieIehbK,,,,,,391128.0,,,,,,,,,,,70.0,,5,0,3
Harmeet Singh,28.0,5.0,1.0,18.0,12.0,3.0,0.0,14.0,0.0,0.0,28.0,549.0,731.0,27.0,0.0,3.0,24.0,4.0,4.5,150.0,7.99,27.07,0bf15e52,Harmeet Singh (2),hiL0i1JJzecGUAyOIbCXQJJIVKieOii,,,,,,422847.0,,,,,,,,,,,1091.0,,5,0,3
Harpreet Brar,46.0,26.0,14.0,244.0,203.0,19.0,10.0,29.0,0.0,0.0,46.0,811.0,1085.0,35.0,0.0,4.0,30.0,12.0,20.33,120.2,8.03,31.0,c05edf8e,Harpreet Brar,2018566b707bdc2011e8a30e02726df,,,,,,1168641.0,,,,1193197.0,,,,,,,5441.0,,14,0,0
